order,species,n
Rodentia,Neotoma albigula,15205
Rodentia,Neotoma angustapalata,38
Rodentia,Neotoma anthonyi,22
Rodentia,Neotoma bryanti,3162
Rodentia,Neotoma bunkeri,14
Rodentia,Neotoma chrysomelas,20
Rodentia,Neotoma cinerea,5879
Rodentia,Neotoma devia,609
Rodentia,Neotoma findleyi,30
Rodentia,Neotoma floridana,4565
Rodentia,Neotoma fuscipes,3733
Rodentia,Neotoma goldmani,128
Rodentia,Neotoma lepida,11882
Rodentia,Neotoma leucodon,2002
Rodentia,Neotoma macrotis,2914
Rodentia,Neotoma magister,532
Rodentia,Neotoma martinensis,7
Rodentia,Neotoma mexicana,5871
Rodentia,Neotoma micropus,6246
Rodentia,Neotoma nelsoni,15
Rodentia,Neotoma palatina,79
Rodentia,Neotoma phenax,336
Rodentia,Neotoma pygmaea,197
Rodentia,Neotoma stephensi,917
Rodentia,Neotoma varia,6
Rodentia,Neotoma vaughani,1
Rodentia,Neotomodon alstoni,2816
Rodentia,Neotomys ebriosus,166
Rodentia,Nephelomys albigularis,1619
Rodentia,Nephelomys auriventer,36
Rodentia,Nephelomys caracolus,5
Rodentia,Nephelomys childi,74
Rodentia,Nephelomys devius,343
Rodentia,Nephelomys keaysi,281
Rodentia,Nephelomys levipes,151
Rodentia,Nephelomys maculiventer,2
Rodentia,Nephelomys meridensis,50
Rodentia,Nephelomys moerex,18
Rodentia,Nephelomys pectoralis,29
Rodentia,Nesokia bunnii,3
Rodentia,Nesokia indica,524
Rodentia,Nesomys audeberti,105
Rodentia,Nesomys lambertoni,3
Rodentia,Nesomys rufus,228
Rodentia,Nesoromys ceramicus,2
Rodentia,Nesoryzomys darwini,17
Rodentia,Nesoryzomys fernandinae,28
Rodentia,Nesoryzomys indefessus,138
Rodentia,Nesoryzomys narboroughi,25
Rodentia,Nesoryzomys swarthi,28
Rodentia,Neusticomys ferreirai,1
Rodentia,Neusticomys monticolus,50
Rodentia,Neusticomys mussoi,1
Rodentia,Neusticomys oyapocki,9
Rodentia,Neusticomys peruviensis,5
Rodentia,Neusticomys venezuelae,4
Rodentia,Neusticomys vossii,2
Rodentia,Nilopegamys plumbeus,1
Rodentia,Niviventer andersoni,210
Rodentia,Niviventer brahma,3
Rodentia,Niviventer confucianus,2082
Rodentia,Niviventer coninga,326
Rodentia,Niviventer cremoriventer,375
Rodentia,Niviventer culturatus,259
Rodentia,Niviventer eha,90
Rodentia,Niviventer excelsior,58
Rodentia,Niviventer fraternus,2
Rodentia,Niviventer fulvescens,1358
Rodentia,Niviventer hinpoon,13
Rodentia,Niviventer langbianis,123
Rodentia,Niviventer lepturus,111
Rodentia,Niviventer niviventer,132
Rodentia,Niviventer rapit,93
Rodentia,Niviventer tenaster,55
Rodentia,Notiomys edwardsii,31
Rodentia,Notocitellus adocetus,530
Rodentia,Notocitellus annulatus,286
Rodentia,Notomys alexis,1914
Rodentia,Notomys amplus,21
Rodentia,Notomys aquilo,78
Rodentia,Notomys cervinus,331
Rodentia,Notomys fuscus,332
Rodentia,Notomys longicaudatus,72
Rodentia,Notomys macrotis,5
Rodentia,Notomys mitchellii,1131
Rodentia,Notomys mordax,4
Rodentia,Notomys robustus,2
Rodentia,Notosciurus granatensis,33
Rodentia,Nyctomys sumichrasti,876
Rodentia,Ochrotomys nuttalli,2752
Rodentia,Octodon bridgesi,48
Rodentia,Octodon degus,587
Rodentia,Octodon lunatus,48
Rodentia,Octodon pacificus,4
Rodentia,Octodontomys gliroides,149
Rodentia,Octomys mimax,48
Rodentia,Oecomys auyantepui,256
Rodentia,Oecomys bicolor,1084
Rodentia,Oecomys catherinae,67
Rodentia,Oecomys cleberi,51
Rodentia,Oecomys concolor,462
Rodentia,Oecomys flavicans,129
Rodentia,Oecomys franciscorum,3
Rodentia,Oecomys mamorae,141
Rodentia,Oecomys paricola,165
Rodentia,Oecomys phaeotis,11
Rodentia,Oecomys rex,68
Rodentia,Oecomys roberti,279
Rodentia,Oecomys rutilus,252
Rodentia,Oecomys speciosus,84
Rodentia,Oecomys superans,124
Rodentia,Oecomys sydandersoni,50
Rodentia,Oecomys trinitatis,281
Rodentia,Oenomys hypoxanthus,2331
Rodentia,Oenomys ornatus,75
Rodentia,Ogmodontomys poaphagus,3
Rodentia,Olallamys albicauda,15
Rodentia,Olallamys edax,1
Rodentia,Oligoryzomys andinus,69
Rodentia,Oligoryzomys arenalis,47
Rodentia,Oligoryzomys brendae,31
Rodentia,Oligoryzomys chacoensis,505
Rodentia,Oligoryzomys delicatus,60
Rodentia,Oligoryzomys delticola,178
Rodentia,Oligoryzomys destructor,1115
Rodentia,Oligoryzomys eliurus,489
Rodentia,Oligoryzomys flavescens,1557
Rodentia,Oligoryzomys fornesi,109
Rodentia,Oligoryzomys fulvescens,3175
Rodentia,Oligoryzomys griseolus,32
Rodentia,Oligoryzomys longicaudatus,4535
Rodentia,Oligoryzomys magellanicus,106
Rodentia,Oligoryzomys mattogrossae,24
Rodentia,Oligoryzomys messorius,9
Rodentia,Oligoryzomys microtis,1726
Rodentia,Oligoryzomys moojeni,40
Rodentia,Oligoryzomys nigripes,929
Rodentia,Oligoryzomys rupestris,7
Rodentia,Oligoryzomys stramineus,42
Rodentia,Oligoryzomys utiaritensis,28
Rodentia,Oligoryzomys vegetus,124
Rodentia,Oligoryzomys victus,1
Rodentia,Oligoryzomys yatesi,9
Rodentia,Ondatra zibethicus,16041
Rodentia,Onychomys arenicola,1178
Rodentia,Onychomys bensoni,2
Rodentia,Onychomys leucogaster,15479
Rodentia,Onychomys torridus,6621
Rodentia,Oreoryzomys balneator,61
Rodentia,Orthogeomys cavator,74
Rodentia,Orthogeomys cherriei,93
Rodentia,Orthogeomys cuniculus,7
Rodentia,Orthogeomys dariensis,38
Rodentia,Orthogeomys grandis,377
Rodentia,Orthogeomys heterodus,165
Rodentia,Orthogeomys hispidus,1128
Rodentia,Orthogeomys lanius,11
Rodentia,Orthogeomys matagalpae,13
Rodentia,Orthogeomys thaeleri,4
Rodentia,Orthogeomys underwoodi,47
Rodentia,Oryzomys alfaroi,2526
Rodentia,Oryzomys baroni,3
Rodentia,Oryzomys chapmani,1886
Rodentia,Oryzomys couesi,7283
Rodentia,Oryzomys curasoae,5
Rodentia,Oryzomys dimidiatus,3
Rodentia,Oryzomys gorgasi,2
Rodentia,Oryzomys melanotis,1322
Rodentia,Oryzomys nelsoni,4
Rodentia,Oryzomys palustris,6210
Rodentia,Oryzomys rhabdops,126
Rodentia,Oryzomys rostratus,552
Rodentia,Oryzomys saturatior,464
Rodentia,Osgoodomys banderanus,1795
Rodentia,Otomys anchietae,65
Rodentia,Otomys angoniensis,948
Rodentia,Otomys barbouri,22
Rodentia,Otomys burtoni,4
Rodentia,Otomys cheesmani,11
Rodentia,Otomys cuanzensis,8
Rodentia,Otomys dartmouthi,78
Rodentia,Otomys denti,291
Rodentia,Otomys dollmani,7
Rodentia,Otomys helleri,16
Rodentia,Otomys irroratus,1608
Rodentia,Otomys jacksoni,3
Rodentia,Otomys lacustris,46
Rodentia,Otomys laminatus,35
Rodentia,Otomys maximus,92
Rodentia,Otomys occidentalis,58
Rodentia,Otomys orestes,69
Rodentia,Otomys saundersiae,51
Rodentia,Otomys simiensis,5
Rodentia,Otomys thomasi,9
Rodentia,Otomys tropicalis,1326
Rodentia,Otomys typus,124
Rodentia,Otomys uzungwensis,6
Rodentia,Otomys yaldeni,3
Rodentia,Otomys zinki,1
Rodentia,Otonyctomys hatti,53
Rodentia,Otospermophilus atricapillus,164
Rodentia,Otospermophilus beecheyi,5672
Rodentia,Otospermophilus variegatus,5182
Rodentia,Ototylomys chiapensis,25
Rodentia,Ototylomys phyllotis,2450
Rodentia,Oxymycterus akodontius,3
Rodentia,Oxymycterus amazonicus,105
Rodentia,Oxymycterus angularis,6
Rodentia,Oxymycterus caparoae,1
Rodentia,Oxymycterus dasytrichus,23
Rodentia,Oxymycterus delator,29
Rodentia,Oxymycterus hiska,16
Rodentia,Oxymycterus hispidus,92
Rodentia,Oxymycterus hucucha,2
Rodentia,Oxymycterus inca,98
Rodentia,Oxymycterus josei,16
Rodentia,Oxymycterus misionalis,43
Rodentia,Oxymycterus nasutus,95
Rodentia,Oxymycterus paramensis,252
Rodentia,Oxymycterus quaestor,153
Rodentia,Oxymycterus roberti,43
Rodentia,Oxymycterus rufus,786
Rodentia,Oxymycterus wayku,4
Rodentia,Pachyuromys duprasi,356
Rodentia,Palawanomys furvus,7
Rodentia,Papagomys armandvillei,14
Rodentia,Pappogeomys bulleri,552
Rodentia,Paradipus ctenodactylus,9
Rodentia,Parahydromys asper,34
Rodentia,Paraleptomys rufilatus,68
Rodentia,Paraleptomys wilhelmina,80
Rodentia,Paralomys gerbillus,83
Rodentia,Paramelomys gressitti,5
Rodentia,Paramelomys levipes,541
Rodentia,Paramelomys lorentzii,143
Rodentia,Paramelomys mollis,80
Rodentia,Paramelomys moncktoni,143
Rodentia,Paramelomys naso,6
Rodentia,Paramelomys platyops,985
Rodentia,Paramelomys rubex,1581
Rodentia,Paramelomystrongylus dessetae,2
Rodentia,Paramys delicatior,2
Rodentia,Parapodemus lugdunensis,2
Rodentia,Parapodemus similis,1
Rodentia,Paraxerus alexandri,187
Rodentia,Paraxerus boehmi,806
Rodentia,Paraxerus cepapi,2197
Rodentia,Paraxerus cooperi,6
Rodentia,Paraxerus flavovittis,34
Rodentia,Paraxerus lucifer,15
Rodentia,Paraxerus ochraceus,281
Rodentia,Paraxerus palliatus,158
Rodentia,Paraxerus poensis,190
Rodentia,Paraxerus vexillarius,37
Rodentia,Paraxerus vincenti,2
Rodentia,Parotomys brantsii,325
Rodentia,Parotomys littledalei,219
Rodentia,Paruromys dominator,595
Rodentia,Pattonomys carrikeri,32
Rodentia,Pattonomys flavidus,1
Rodentia,Pattonomys punctatus,8
Rodentia,Pattonomys semivillosus,12
Rodentia,Paucidentomys vermidax,1
Rodentia,Pearsonomys annectens,3
Rodentia,Pectinator spekei,136
Rodentia,Pedetes capensis,1449
Rodentia,Pedetes surdaster,86
Rodentia,Pediolagus salinicola,49
Rodentia,Pelomys campanae,205
Rodentia,Pelomys fallax,1409
Rodentia,Pelomys hopkinsi,119
Rodentia,Pelomys isseli,19
Rodentia,Pelomys minor,120
Rodentia,Pennatomys nivalis,1
Rodentia,Perognathus alticolus,226
Rodentia,Perognathus amplus,2530
Rodentia,Perognathus fasciatus,2938
Rodentia,Perognathus flavescens,2903
Rodentia,Perognathus flavus,9231
Rodentia,Perognathus inornatus,839
Rodentia,Perognathus longimembris,10276
Rodentia,Perognathus merriami,2717
Rodentia,Perognathus parvus,6478
Rodentia,Perognathus strigipredus,2
Rodentia,Peromyscus attwateri,3046
Rodentia,Peromyscus aztecus,3708
Rodentia,Peromyscus beatae,1365
Rodentia,Peromyscus boylii,30735
Rodentia,Peromyscus bullatus,71
Rodentia,Peromyscus californicus,6547
Rodentia,Peromyscus caniceps,67
Rodentia,Peromyscus carletoni,93
Rodentia,Peromyscus crinitus,9362
Rodentia,Peromyscus dickeyi,187
Rodentia,Peromyscus difficilis,8692
Rodentia,Peromyscus dolens,1
Rodentia,Peromyscus eremicus,26406
Rodentia,Peromyscus eva,1595
Rodentia,Peromyscus fraterculus,477
Rodentia,Peromyscus furvus,1582
Rodentia,Peromyscus gardneri,78
Rodentia,Peromyscus gossypinus,10890
Rodentia,Peromyscus grandis,721
Rodentia,Peromyscus gratus,3346
Rodentia,Peromyscus guardia,137
Rodentia,Peromyscus guatemalensis,1351
Rodentia,Peromyscus gymnotis,611
Rodentia,Peromyscus hooperi,214
Rodentia,Peromyscus hylocetes,276
Rodentia,Peromyscus interparietalis,298
Rodentia,Peromyscus keeni,16977
Rodentia,Peromyscus kilpatricki,5
Rodentia,Peromyscus lepturus,69
Rodentia,Peromyscus leucopus,88909
Rodentia,Peromyscus levipes,8242
Rodentia,Peromyscus madrensis,111
Rodentia,Peromyscus maniculatus,266347
Rodentia,Peromyscus mayensis,79
Rodentia,Peromyscus megalops,1509
Rodentia,Peromyscus mekisturus,4
Rodentia,Peromyscus melanocarpus,1670
Rodentia,Peromyscus melanophrys,3258
Rodentia,Peromyscus melanotis,7855
Rodentia,Peromyscus melanurus,352
Rodentia,Peromyscus merriami,1004
Rodentia,Peromyscus mexicanus,11354
Rodentia,Peromyscus nasutus,2638
Rodentia,Peromyscus nudipes,924
Rodentia,Peromyscus ochraventer,507
Rodentia,Peromyscus parus,1
Rodentia,Peromyscus pectoralis,8426
Rodentia,Peromyscus pembertoni,18
Rodentia,Peromyscus perfulvus,280
Rodentia,Peromyscus polionotus,6119
Rodentia,Peromyscus polius,79
Rodentia,Peromyscus pseudocrinitus,69
Rodentia,Peromyscus sagax,2
Rodentia,Peromyscus schmidlyi,131
Rodentia,Peromyscus sejugis,284
Rodentia,Peromyscus sibynus,2
Rodentia,Peromyscus simulus,461
Rodentia,Peromyscus slevini,113
Rodentia,Peromyscus spicilegus,2222
Rodentia,Peromyscus stephani,94
Rodentia,Peromyscus stirtoni,176
Rodentia,Peromyscus truei,23220
Rodentia,Peromyscus valensis,4
Rodentia,Peromyscus winkelmanni,73
Rodentia,Peromyscus yucatanicus,1550
Rodentia,Peromyscus zarhynchus,2040
Rodentia,Petaurillus emiliae,1
Rodentia,Petaurillus hosei,1
Rodentia,Petaurillus kinlochii,6
Rodentia,Petaurista alborufus,217
Rodentia,Petaurista caniceps,9
Rodentia,Petaurista elegans,109
Rodentia,Petaurista hainana,6
Rodentia,Petaurista leucogenys,284
Rodentia,Petaurista magnificus,13
Rodentia,Petaurista nobilis,3
Rodentia,Petaurista petaurista,748
Rodentia,Petaurista philippensis,160
Rodentia,Petaurista xanthotis,10
Rodentia,Petaurista yunanensis,2
Rodentia,Petinomys crinitus,13
Rodentia,Petinomys fuscocapillus,6
Rodentia,Petinomys genibarbis,8
Rodentia,Petinomys hageni,31
Rodentia,Petinomys lugens,10
Rodentia,Petinomys mindanensis,2
Rodentia,Petinomys setosus,59
Rodentia,Petinomys vordermanni,66
Rodentia,Petromus typicus,275
Rodentia,Petromyscus barbouri,23
Rodentia,Petromyscus collinus,388
Rodentia,Petromyscus monticularis,41
Rodentia,Petromyscus shortridgei,39
Rodentia,Phaenomys ferrugineus,7
Rodentia,Phenacomys intermedius,2426
Rodentia,Phenacomys ungava,742
Rodentia,Phloeomys cumingi,65
Rodentia,Phloeomys pallidus,28
Rodentia,Phodopus campbelli,228
Rodentia,Phodopus roborovskii,339
Rodentia,Phodopus sungorus,343
Rodentia,Phyllomys blainvilii,20
Rodentia,Phyllomys brasiliensis,8
Rodentia,Phyllomys dasythrix,19
Rodentia,Phyllomys kerri,1
Rodentia,Phyllomys lamarum,14
Rodentia,Phyllomys lundi,5
Rodentia,Phyllomys mantiqueirensis,3
Rodentia,Phyllomys medius,1
Rodentia,Phyllomys nigrispinus,15
Rodentia,Phyllomys pattoni,34
Rodentia,Phyllomys sulinus,4
Rodentia,Phyllomys unicolor,2
Rodentia,Phyllotis amicus,125
Rodentia,Phyllotis andium,320
Rodentia,Phyllotis anitae,5
Rodentia,Phyllotis bonariensis,30
Rodentia,Phyllotis caprinus,83
Rodentia,Phyllotis darwini,988
Rodentia,Phyllotis definitus,25
Rodentia,Phyllotis haggardi,164
Rodentia,Phyllotis limatus,106
Rodentia,Phyllotis magister,218
Rodentia,Phyllotis osgoodi,2
Rodentia,Phyllotis osilae,899
Rodentia,Phyllotis pearsoni,2
Rodentia,Phyllotis stenops,2
Rodentia,Phyllotis wolffsohni,116
Rodentia,Phyllotis xanthopygus,3316
Rodentia,Pipanacoctomys aureus,59
Rodentia,Pithecheir melanurus,16
Rodentia,Pithecheir parvus,31
Rodentia,Pithecheirops otion,1
Rodentia,Plagiodontia aedium,65
Rodentia,Platacanthomys lasiurus,5
Rodentia,Pleurolicus sulcifrons,1
Rodentia,Pliogeomys carranzai,4
Rodentia,Pliomys deeringensis,3
Rodentia,Pliophenacomys wilsoni,16
Rodentia,Podomys floridanus,2422
Rodentia,Podoxymys roraimae,6
Rodentia,Pogonomelomys bruijni,11
Rodentia,Pogonomelomys mayeri,19
Rodentia,Pogonomys championi,13
Rodentia,Pogonomys fergussoniensis,1
Rodentia,Pogonomys loriae,108
Rodentia,Pogonomys macrourus,305
Rodentia,Pogonomys spec.,2
Rodentia,Pogonomys sylvestris,302
Rodentia,Poliocitellus franklinii,960
Rodentia,Praomys coetzeei,1
Rodentia,Praomys daltoni,1564
Rodentia,Praomys degraaffi,183
Rodentia,Praomys delectorum,1929
Rodentia,Praomys derooi,456
Rodentia,Praomys hartwigi,151
Rodentia,Praomys jacksoni,11190
Rodentia,Praomys lukolelae,177
Rodentia,Praomys minor,35
Rodentia,Praomys misonnei,2763
Rodentia,Praomys morio,846
Rodentia,Praomys mutoni,73
Rodentia,Praomys obscurus,4
Rodentia,Praomys petteri,224
Rodentia,Praomys rostratus,734
Rodentia,Praomys tullbergi,4067
Rodentia,Praomys verschureni,9
Rodentia,Predicrostonyx hopkinsi,309
Rodentia,Prionomys batesi,26
Rodentia,Prodipodomys idahoensis,10
Rodentia,Prodistylomys lii,1
Rodentia,Prodistylomys wangae,3
Rodentia,Proechimys brevicauda,1068
Rodentia,Proechimys canicollis,214
Rodentia,Proechimys chrysaeolus,65
Rodentia,Proechimys cuvieri,1945
Rodentia,Proechimys decumanus,65
Rodentia,Proechimys echinothrix,63
Rodentia,Proechimys gardneri,69
Rodentia,Proechimys goeldii,571
Rodentia,Proechimys guairae,178
Rodentia,Proechimys guyannensis,2484
Rodentia,Proechimys hoplomyoides,120
Rodentia,Proechimys kulinae,225
Rodentia,Proechimys longicaudatus,552
Rodentia,Proechimys magdalenae,59
Rodentia,Proechimys mincae,158
Rodentia,Proechimys oconnelli,689
Rodentia,Proechimys pattoni,41
Rodentia,Proechimys poliopus,79
Rodentia,Proechimys quadruplicatus,359
Rodentia,Proechimys roberti,466
Rodentia,Proechimys semispinosus,2499
Rodentia,Proechimys simonsi,1093
Rodentia,Proechimys steerei,834
Rodentia,Proechimys trinitatis,285
Rodentia,Proechimys urichi,22
Rodentia,Proedromys bedfordi,5
Rodentia,Proedromys liangshanensis,8
Rodentia,Prometheomys schaposchnikowi,117
Rodentia,Prosciurillus abstrusus,40
Rodentia,Prosciurillus alstoni,31
Rodentia,Prosciurillus leucomus,190
Rodentia,Prosciurillus murinus,196
Rodentia,Prosciurillus rosenbergii,26
Rodentia,Prosciurillus topapuensis,28
Rodentia,Prosciurillus weberi,11
Rodentia,Prosigmodon chihuahuensis,11
Rodentia,Prosigmodon holocuspis,1
Rodentia,Prosigmodon oroscoi,4
Rodentia,Protochromys fellowsi,98
Rodentia,Protoxerus aubinnii,36
Rodentia,Protoxerus stangeri,1059
Rodentia,Psammomys obesus,948
Rodentia,Psammomys vexillaris,30
Rodentia,Pseudocricetodon incertus,8
Rodentia,Pseudohydromys berniceae,3
Rodentia,Pseudohydromys carlae,3
Rodentia,Pseudohydromys eleanorae,1
Rodentia,Pseudohydromys ellermani,14
Rodentia,Pseudohydromys fuscus,16
Rodentia,Pseudohydromys murinus,26
Rodentia,Pseudohydromys musseri,1
Rodentia,Pseudohydromys occidentalis,10
Rodentia,Pseudohydromys pumehanae,1
Rodentia,Pseudomeriones latidens,1
Rodentia,Pseudomys albocinereus,465
Rodentia,Pseudomys apodemoides,759
Rodentia,Pseudomys australis,581
Rodentia,Pseudomys bolami,680
Rodentia,Pseudomys calabyi,44
Rodentia,Pseudomys chapmani,213
Rodentia,Pseudomys delicatulus,1082
Rodentia,Pseudomys desertor,907
Rodentia,Pseudomys fieldi,35
Rodentia,Pseudomys fumeus,218
Rodentia,Pseudomys gouldii,175
Rodentia,Pseudomys gracilicaudatus,229
Rodentia,Pseudomys hermannsburgensis,4287
Rodentia,Pseudomys higginsi,448
Rodentia,Pseudomys johnsoni,114
Rodentia,Pseudomys laborifex,1
Rodentia,Pseudomys nanus,916
Rodentia,Pseudomys novaehollandiae,696
Rodentia,Pseudomys occidentalis,84
Rodentia,Pseudomys oralis,41
Rodentia,Pseudomys patrius,45
Rodentia,Pseudomys pilligaensis,1
Rodentia,Pseudomys shortridgei,259
Rodentia,Pseudoryzomys simplex,77
Rodentia,Pteromys momonga,80
Rodentia,Pteromys volans,513
Rodentia,Pteromyscus pulverulentus,68
Rodentia,Punomys kofordi,13
Rodentia,Punomys lemminus,8
Rodentia,Pygeretmus platyurus,10
Rodentia,Pygeretmus pumilio,116
Rodentia,Pygeretmus shitkovi,8
Rodentia,Rattus adustus,2
Rodentia,Rattus andamanensis,533
Rodentia,Rattus annandalei,153
Rodentia,Rattus argentiventer,1251
Rodentia,Rattus arrogans,728
Rodentia,Rattus baluensis,332
Rodentia,Rattus bontanus,37
Rodentia,Rattus burrus,15
Rodentia,Rattus colletti,474
Rodentia,Rattus detentus,2
Rodentia,Rattus elaphinus,20
Rodentia,Rattus enganus,1
Rodentia,Rattus everetti,615
Rodentia,Rattus exulans,12137
Rodentia,Rattus feliceus,5
Rodentia,Rattus fuscipes,10509
Rodentia,Rattus giluwensis,100
Rodentia,Rattus hoffmanni,644
Rodentia,Rattus hoogerwerfi,15
Rodentia,Rattus jobiensis,16
Rodentia,Rattus koopmani,1
Rodentia,Rattus korinchi,5
Rodentia,Rattus leucopus,1790
Rodentia,Rattus losea,892
Rodentia,Rattus lugens,49
Rodentia,Rattus lutreolus,3612
Rodentia,Rattus macleari,25
Rodentia,Rattus marmosurus,70
Rodentia,Rattus mindorensis,42
Rodentia,Rattus mollicomulus,20
Rodentia,Rattus montanus,4
Rodentia,Rattus mordax,266
Rodentia,Rattus morotaiensis,12
Rodentia,Rattus nativitatis,6
Rodentia,Rattus niobe,3767
Rodentia,Rattus nitidus,603
Rodentia,Rattus norvegicus,14108
Rodentia,Rattus novaeguineae,194
Rodentia,Rattus omichlodes,20
Rodentia,Rattus osgoodi,5
Rodentia,Rattus pelurus,4
Rodentia,Rattus pococki,71
Rodentia,Rattus praetor,162
Rodentia,Rattus pyctoris,523
Rodentia,Rattus ranjiniae,1
Rodentia,Rattus rattus,35387
Rodentia,Rattus richardsoni,170
Rodentia,Rattus salocco,1
Rodentia,Rattus satarae,76
Rodentia,Rattus simalurensis,28
Rodentia,Rattus sordidus,1268
Rodentia,Rattus steini,1165
Rodentia,Rattus stoicus,34
Rodentia,Rattus tanezumi,4796
Rodentia,Rattus timorensis,1
Rodentia,Rattus tiomanicus,1018
Rodentia,Rattus tunneyi,1878
Rodentia,Rattus vandeuseni,8
Rodentia,Rattus verecundus,599
Rodentia,Rattus villosissimus,2754
Rodentia,Rattus xanthurus,265
Rodentia,Ratufa affinis,536
Rodentia,Ratufa bicolor,885
Rodentia,Ratufa indica,156
Rodentia,Ratufa macroura,58
Rodentia,Reithrodon auritus,603
Rodentia,Reithrodon typicus,28
Rodentia,Reithrodontomys bakeri,4
Rodentia,Reithrodontomys brevirostris,28
Rodentia,Reithrodontomys burti,63
Rodentia,Reithrodontomys chrysopsis,375
Rodentia,Reithrodontomys creper,488
Rodentia,Reithrodontomys darienensis,49
Rodentia,Reithrodontomys fulvescens,11038
Rodentia,Reithrodontomys gracilis,491
Rodentia,Reithrodontomys hirsutus,31
Rodentia,Reithrodontomys humulis,1196
Rodentia,Reithrodontomys megalotis,30169
Rodentia,Reithrodontomys mexicanus,3424
Rodentia,Reithrodontomys microdon,458
Rodentia,Reithrodontomys montanus,2100
Rodentia,Reithrodontomys musseri,1
Rodentia,Reithrodontomys paradoxus,2
Rodentia,Reithrodontomys raviventris,1055
Rodentia,Reithrodontomys rodriguezi,5
Rodentia,Reithrodontomys spectabilis,132
Rodentia,Reithrodontomys sumichrasti,3979
Rodentia,Reithrodontomys tenuirostris,79
Rodentia,Reithrodontomys wetmorei,1
Rodentia,Reithrodontomys zacatecae,156
Rodentia,Repomys panacaensis,1
Rodentia,Rhabdomys dilectus,964
Rodentia,Rhabdomys pumilio,6824
Rodentia,Rhagamys orthodon,2
Rodentia,Rhagomys longilingua,5
Rodentia,Rhagomys rufescens,8
Rodentia,Rheithrosciurus macrotis,20
Rodentia,Rheomys mexicanus,42
Rodentia,Rheomys raptor,11
Rodentia,Rheomys thomasi,63
Rodentia,Rheomys underwoodi,4
Rodentia,Rhinosciurus laticaudatus,97
Rodentia,Rhipidomys albujai,5
Rodentia,Rhipidomys austrinus,27
Rodentia,Rhipidomys cariri,1
Rodentia,Rhipidomys caucensis,23
Rodentia,Rhipidomys couesi,190
Rodentia,Rhipidomys emiliae,9
Rodentia,Rhipidomys fulviventer,57
Rodentia,Rhipidomys gardneri,6
Rodentia,Rhipidomys ipukensis,3
Rodentia,Rhipidomys itoan,7
Rodentia,Rhipidomys latimanus,114
Rodentia,Rhipidomys leucodactylus,152
Rodentia,Rhipidomys macconnelli,1271
Rodentia,Rhipidomys macrurus,38
Rodentia,Rhipidomys mastacalis,287
Rodentia,Rhipidomys modicus,1
Rodentia,Rhipidomys nitela,222
Rodentia,Rhipidomys ochrogaster,3
Rodentia,Rhipidomys tribei,1
Rodentia,Rhipidomys venezuelae,141
Rodentia,Rhipidomys venustus,68
Rodentia,Rhipidomys wetzeli,36
Rodentia,Rhizomys pruinosus,138
Rodentia,Rhizomys sinensis,101
Rodentia,Rhizomys sumatrensis,134
Rodentia,Rhizomys umbriceps,1
Rodentia,Rhombomys opimus,433
Rodentia,Rhynchomys banahao,3
Rodentia,Rhynchomys isarogensis,43
Rodentia,Rhynchomys labo,7
Rodentia,Rhynchomys mingan,5
Rodentia,Rhynchomys soricoides,10
Rodentia,Rhynchomys tapulao,2
Rodentia,Rubrisciurus rubriventer,74
Rodentia,Ruscinomys hellenicus,1
Rodentia,Saccostomus campestris,2466
Rodentia,Saccostomus mearnsi,101
Rodentia,Salinoctomys loschalchalerosorum,2
Rodentia,Salinomys delicatus,51
Rodentia,Salpingotulus michaelis,79
Rodentia,Salpingotus crassicauda,16
Rodentia,Salpingotus kozlovi,13
Rodentia,Salpingotus thomasi,8
Rodentia,Saxatilomys paulinae,10
Rodentia,Scapteromys aquaticus,355
Rodentia,Scapteromys tumidus,311
Rodentia,Scarturus williamsi,2
Rodentia,Sciurillus pusillus,88
Rodentia,Sciuroides quercyi,1
Rodentia,Sciurotamias davidianus,207
Rodentia,Sciurotamias forresti,6
Rodentia,Sciurus aberti,1906
Rodentia,Sciurus aestuans,715
Rodentia,Sciurus alleni,370
Rodentia,Sciurus annulatus,1
Rodentia,Sciurus anomalus,264
Rodentia,Sciurus arizonensis,544
Rodentia,Sciurus aureogaster,3571
Rodentia,Sciurus bredai,1
Rodentia,Sciurus carolinensis,13002
Rodentia,Sciurus colliaei,705
Rodentia,Sciurus deppei,1694
Rodentia,Sciurus dorsalis,1
Rodentia,Sciurus flammifer,21
Rodentia,Sciurus flavus,1
Rodentia,Sciurus giganteus,1
Rodentia,Sciurus gilvigularis,54
Rodentia,Sciurus granatensis,2314
Rodentia,Sciurus griseus,2933
Rodentia,Sciurus ignitus,131
Rodentia,Sciurus igniventris,487
Rodentia,Sciurus insignis,2
Rodentia,Sciurus lis,259
Rodentia,Sciurus macclellandi,17
Rodentia,Sciurus nayaritensis,571
Rodentia,Sciurus niger,8632
Rodentia,Sciurus oculatus,207
Rodentia,Sciurus pucheranii,108
Rodentia,Sciurus pygerythrus,4
Rodentia,Sciurus pyrrhinus,51
Rodentia,Sciurus richmondi,83
Rodentia,Sciurus rufiventer,3
Rodentia,Sciurus sanborni,1
Rodentia,Sciurus spadiceus,497
Rodentia,Sciurus stramineus,175
Rodentia,Sciurus variegatoides,1333
Rodentia,Sciurus vulgaris,20111
Rodentia,Sciurus warthae,1
Rodentia,Sciurus yucatanensis,269
Rodentia,Scolomys melanops,161
